485,835569
476,608156
-43,560000
538,396552
476,608156
-43,560000
590,776552
476,608156
-43,560000
439,637818
466,628156
-43,560000
439,637818
454,818915
-43,560000
435,887818
456,938156
-43,560000
436,437818
456,938156
-43,560000
439,637818
444,676748
-43,560000
490,537818
370,433156
-43,560000
543,037818
370,433156
-43,560000
595,537818
370,433156
-43,560000
433,496126
459,467269
-43,560000
434,021126
459,936389
-43,560000
434,546126
460,337269
-43,560000
433,496126
460,337269
-43,560000
435,825318
472,997712
-43,560000
488,387818
472,780276
-43,560000
540,825318
473,262712
-43,560000
593,825318
473,262712
-43,560000
433,353047
476,608156
-43,560000
387,137818
467,638156
-43,560000
387,687818
467,638156
-43,560000
387,137818
455,443171
-43,560000
387,687818
455,438156
-43,560000
383,387818
456,938156
-43,560000
383,937818
456,938156
-43,560000
391,632818
470,858156
-43,560000
380,878028
476,778156
-43,560000
385,537818
370,433156
-43,560000
383,928710
473,358156
-38,800000
653,325318
471,042884
-43,560000
650,714457
475,279166
-43,560000
340,636245
476,670656
-43,560000
435,887818
441,917269
-43,560000
435,887818
436,917269
-43,560000
435,887818
428,362712
-43,560000
435,887818
424,058156
-43,560000
435,887818
409,192158
-43,560000
435,887818
405,488156
-43,560000
436,437818
405,488156
-43,560000
436,437818
409,192158
-43,560000
439,637818
411,515077
-43,560000
439,637818
407,280578
-43,560000
436,437818
441,917269
-43,560000
436,437818
436,917269
-43,560000
439,637818
429,883156
-43,560000
436,437818
424,058156
-43,560000
439,637818
393,918547
-43,560000
439,637818
396,588156
-43,560000
435,887818
387,483156
-43,560000
435,887818
390,552017
-43,560000
439,637818
387,474547
-43,560000
436,437818
387,483156
-43,560000
436,437818
390,555299
-43,560000
439,637818
377,534547
-43,560000
436,437818
379,302433
-43,560000
383,387818
462,408156
-43,560000
383,937818
462,408156
-43,560000
444,462002
465,853156
-43,560000
444,672002
470,858156
-43,560000
444,592002
460,858156
-43,560000
444,462002
455,858915
-43,560000
444,699502
450,858915
-43,560000
442,666002
464,833156
-43,560000
442,666002
463,943156
-43,560000
441,716002
465,358915
-43,560000
441,716002
463,943156
-43,560000
442,231002
465,853156
-43,560000
443,987002
456,418915
-43,560000
445,214052
461,372276
-43,560000
445,214052
460,344035
-43,560000
445,214052
456,372276
-43,560000
445,184502
451,478156
-43,560000
445,184502
455,268156
-43,560000
445,214052
465,344035
-43,560000
440,187818
466,628156
-43,560000
441,787818
466,388156
-43,560000
445,184502
470,238156
-43,560000
445,184502
466,448156
-43,560000
385,755818
362,858156
-43,560000
385,537818
362,858156
-38,800000
437,960818
362,858156
-43,560000
438,037818
362,858156
-38,800000
490,460818
362,858156
-43,560000
490,537818
362,858156
-38,800000
542,960818
362,858156
-43,560000
543,037818
362,858156
-38,800000
595,460818
362,858156
-43,560000
595,537818
362,858156
-38,800000
655,469818
362,858156
-43,560000
655,498005
383,095890
-38,800000
650,714457
475,858156
-38,800000
650,714457
483,458156
-38,800000
655,408602
362,858156
-38,800000
340,636245
476,603156
-38,800000
440,187818
393,918547
-43,560000
440,187818
396,569618
-43,560000
440,187818
407,280578
-43,560000
440,187818
411,505077
-43,560000
440,187818
429,889866
-43,560000
440,187818
444,679532
-43,560000
440,187818
454,817513
-43,560000
440,187818
387,474547
-43,560000
385,537818
399,668155
-43,560000
303,002817
399,682589
-43,560000
660,719818
366,653156
-43,560000
669,853379
325,698156
-43,560000
344,804318
473,170656
-38,800000
375,012718
365,448153
-43,560000
373,850318
348,948156
-43,560000
661,837818
348,485442
-46,810000
655,469818
385,458156
-43,560000
340,537818
399,820656
-43,560000
270,117818
390,728515
-38,800000
263,202817
396,160656
-38,800000
263,202817
395,176644
-38,800000
311,788884
400,056493
-38,800000
312,941816
400,056493
-38,800000
263,327391
396,182331
-43,560000
429,841552
387,995656
-43,560000
427,956897
387,995656
-43,560000
428,891552
387,995656
-43,560000
446,256897
387,987047
-43,560000
448,141552
387,987047
-43,560000
447,206897
387,987047
-43,560000
587,341552
387,995656
-43,560000
585,456897
387,995656
-43,560000
586,391552
387,995656
-43,560000
603,756897
387,995656
-43,560000
605,641552
387,995656
-43,560000
604,706897
387,995656
-43,560000
432,008818
453,833156
-43,560000
433,870318
454,450656
-43,560000
434,288651
452,669935
-43,560000
434,288651
447,833156
-43,560000
434,987818
445,858156
-43,560000
605,242301
343,768156
-46,810000
614,287818
339,143156
-46,810000
619,287818
340,243156
-46,810000
625,396817
341,028781
-46,810000
627,016773
339,068156
-46,810000
624,537818
322,148156
-46,810000
618,202301
316,298156
-46,810000
613,512818
331,297331
-46,810000
649,287818
310,130656
-46,810000
649,287818
297,215656
-46,810000
644,287818
328,598156
-46,810000
654,287818
340,602838
-46,810000
654,287818
335,523156
-46,810000
654,287818
327,075338
-46,810000
654,287818
323,230656
-46,810000
654,287818
317,338156
-46,810000
649,287818
317,023156
-46,810000
649,287818
315,473156
-46,810000
602,275307
346,298156
-46,810000
597,212301
346,298156
-46,810000
529,287818
337,023156
-46,810000
548,112301
346,298156
-46,810000
549,287818
342,717656
-46,810000
549,287818
340,257331
-46,810000
546,787818
340,475156
-46,810000
549,287818
335,398156
-46,810000
549,287818
330,372656
-46,810000
548,187818
326,298156
-46,810000
543,362818
336,298156
-46,810000
545,675647
330,147331
-46,810000
538,167301
338,722665
-46,810000
534,612296
338,722665
-46,810000
530,174496
338,722665
-46,810000
535,362818
336,298156
-46,810000
466,842301
346,298156
-46,810000
428,474818
331,297331
-46,810000
394,287818
345,198156
-46,810000
412,479801
301,530839
-46,810000
442,596491
296,298156
-46,810000
419,287818
327,548156
-46,810000
397,946818
344,479605
-46,810000
397,946818
343,379605
-46,810000
399,287818
335,545656
-46,810000
399,287818
330,645656
-46,810000
394,287818
332,947656
-46,810000
394,287818
333,997656
-46,810000
419,287818
342,022331
-46,810000
384,287818
337,272331
-46,810000
376,012818
346,298156
-46,810000
604,287818
310,473156
-46,810000
653,319801
296,298156
-46,810000
654,287818
296,823156
-46,810000
244,848817
415,189305
-43,560000
244,848817
407,600543
-43,560000
221,766817
415,189305
-43,560000
221,766817
407,600543
-43,560000
228,041817
428,852850
-43,560000
238,573817
428,852850
-43,560000
245,946317
430,423850
-43,560000
220,669317
430,423850
-43,560000
241,996065
401,200905
-43,560000
219,243843
401,164169
-43,560000
220,418843
398,889169
-43,560000
244,848817
395,513982
-43,560000
246,995817
401,160850
-43,560000
239,045817
395,513982
-43,560000
227,394611
395,513982
-43,560000
224,619570
401,560905
-43,560000
250,661817
395,063982
-43,560000
247,470817
398,885850
-43,560000
244,848817
404,839305
-43,560000
248,515817
393,963982
-43,560000
245,371817
394,438982
-43,560000
219,619817
433,230850
-43,560000
221,718817
433,427850
-43,560000
246,995817
433,230850
-43,560000
244,896817
433,427850
-43,560000
250,578317
450,758156
-43,560000
224,764817
453,209350
-43,560000
397,644395
344,808518
-43,560000
398,131895
343,434518
-43,560000
397,156895
342,260425
-43,560000
395,809856
342,959518
-43,560000
385,691895
327,677331
-43,560000
386,762895
329,869156
-43,560000
386,762895
331,472331
-43,560000
385,538895
333,227331
-43,560000
394,287818
330,277331
-43,560000
377,989895
329,310156
-43,560000
375,362895
329,310156
-43,560000
379,437818
330,277331
-43,560000
375,812818
344,758518
-43,560000
395,809856
344,758518
-43,560000
401,687818
346,273156
-43,560000
386,697895
346,273156
-43,560000
410,931240
344,808518
-43,560000
410,443740
343,434518
-43,560000
411,418740
342,260425
-43,560000
412,765779
344,758518
-43,560000
406,887818
346,273156
-43,560000
421,877740
346,273156
-43,560000
414,112818
342,877331
-43,560000
455,931240
344,808518
-43,560000
455,443740
343,434518
-43,560000
457,765779
344,758518
-43,560000
451,887818
346,273156
-43,560000
466,877740
346,273156
-43,560000
442,644395
344,808518
-43,560000
443,131895
343,434518
-43,560000
442,156895
342,260425
-43,560000
440,809856
344,758518
-43,560000
446,687818
346,273156
-43,560000
487,644395
344,808518
-43,560000
488,131895
343,434518
-43,560000
487,156895
342,260425
-43,560000
484,231895
330,277331
-43,560000
485,809856
344,758518
-43,560000
491,687818
346,273156
-43,560000
476,697895
346,273156
-43,560000
500,931240
344,808518
-43,560000
500,443740
343,434518
-43,560000
501,418740
342,260425
-43,560000
502,765779
344,758518
-43,560000
496,887818
346,273156
-43,560000
511,877740
346,273156
-43,560000
504,112818
342,877331
-43,560000
545,931240
344,808518
-43,560000
545,443740
343,434518
-43,560000
546,418740
342,260425
-43,560000
541,887818
346,273156
-43,560000
532,644395
344,808518
-43,560000
533,131895
343,434518
-43,560000
532,156895
342,260425
-43,560000
530,809856
344,758518
-43,560000
536,687818
346,273156
-43,560000
521,697895
346,273156
-43,560000
577,644395
344,808518
-43,560000
578,131895
343,434518
-43,560000
577,156895
342,260425
-43,560000
575,809856
341,122331
-43,560000
575,809856
344,758518
-43,560000
581,687818
346,273156
-43,560000
566,697895
346,273156
-43,560000
590,931240
344,808518
-43,560000
590,443740
343,434518
-43,560000
591,418740
342,260425
-43,560000
592,765779
344,758518
-43,560000
586,887818
346,273156
-43,560000
601,877740
346,273156
-43,560000
594,112818
342,877331
-43,560000
635,931240
344,808518
-43,560000
635,443740
343,434518
-43,560000
636,418740
342,260425
-43,560000
637,765779
341,472331
-43,560000
637,765779
344,758518
-43,560000
631,887818
346,273156
-43,560000
646,877740
346,273156
-43,560000
622,644395
344,808518
-43,560000
623,131895
343,434518
-43,560000
622,156895
342,260425
-43,560000
620,809856
344,758518
-43,560000
626,687818
346,273156
-43,560000
619,462818
342,877331
-43,560000
456,418740
343,993518
-43,560000
469,437818
330,277331
-43,560000
455,837818
326,298156
-43,560000
457,765779
340,124656
-43,560000
456,418740
340,594743
-43,560000
474,137818
330,277331
-43,560000
468,413356
328,382081
-43,560000
468,487818
326,298156
-43,560000
485,809856
341,802331
-43,560000
484,462818
342,877331
-43,560000
494,800195
328,532518
-43,560000
500,687818
328,532518
-43,560000
502,937818
341,684518
-43,560000
514,437818
330,277331
-43,560000
520,037818
330,277331
-43,560000
530,809856
341,122331
-43,560000
547,765779
344,758518
-43,560000
547,765779
341,652331
-43,560000
549,112818
342,877331
-43,560000
559,437818
330,277331
-43,560000
564,137818
330,277331
-43,560000
592,765779
341,122331
-43,560000
600,287818
339,347331
-43,560000
628,537818
331,472331
-43,560000
644,287818
340,247331
-43,560000
639,287818
340,297331
-43,560000
634,287818
339,134518
-43,560000
631,015318
329,202331
-43,560000
632,742818
330,277331
-43,560000
627,067818
328,367331
-43,560000
649,462818
330,277331
-43,560000
645,937818
331,472331
-43,560000
656,040709
327,920331
-43,560000
654,112818
330,277331
-43,560000
658,055709
331,213331
-43,560000
658,555709
330,613331
-43,560000
658,555709
328,513331
-43,560000
658,055709
327,913331
-43,560000
660,495709
330,688331
-43,560000
660,495709
328,438331
-43,560000
609,137818
330,277331
-43,560000
604,437818
330,277331
-43,560000
585,425318
328,052331
-43,560000
565,910908
327,891331
-43,560000
565,937818
340,155925
-43,560000
440,809856
341,122331
-43,560000
429,137818
330,277331
-43,560000
430,537818
327,677331
-43,560000
402,760318
327,977331
-43,560000
423,462790
329,414331
-43,560000
506,115627
362,858156
-43,560000
563,227818
362,858156
-43,560000
535,610818
362,858156
-43,560000
534,762356
361,189178
-43,560000
401,170992
362,858156
-43,560000
384,430818
357,158156
-43,560000
387,137818
361,298156
-43,560000
403,212818
351,493156
-43,560000
405,387818
350,672728
-43,560000
395,401129
350,672728
-43,560000
399,565143
354,347733
-43,560000
399,565143
353,208652
-43,560000
401,964643
353,759568
-43,560000
403,412818
352,583237
-43,560000
400,898643
353,759568
-43,560000
402,218744
352,052982
-43,560000
403,212818
350,672728
-43,560000
405,387818
351,493156
-43,560000
395,388143
351,493156
-43,560000
423,591234
350,672728
-43,560000
423,387818
351,493156
-43,560000
415,896143
350,672728
-43,560000
431,222480
357,523156
-43,560000
434,982818
359,518737
-43,560000
424,507818
362,058156
-43,560000
432,312143
358,558156
-43,560000
430,862143
362,858156
-43,560000
432,605643
357,258446
-43,560000
432,605643
356,183649
-43,560000
435,887818
360,208149
-43,560000
436,437818
360,208149
-43,560000
440,187818
359,293156
-43,560000
439,637818
359,293156
-43,560000
448,887818
354,633656
-43,560000
447,387818
354,633656
-43,560000
447,387818
353,776743
-43,560000
448,375314
351,447728
-43,560000
448,375314
352,309156
-43,560000
450,071795
362,858156
-43,560000
416,812818
353,865228
-43,560000
467,975895
361,939323
-43,560000
467,975895
360,740490
-43,560000
433,012818
351,493156
-43,560000
433,012818
350,672728
-43,560000
481,712818
351,493156
-43,560000
481,712818
350,672728
-43,560000
485,837818
351,493156
-43,560000
485,837818
350,672728
-43,560000
500,612818
351,493156
-43,560000
515,837818
351,493156
-43,560000
523,337818
351,493156
-43,560000
538,337818
351,493156
-43,560000
500,482356
356,281428
-43,560000
501,787818
355,531218
-43,560000
486,787818
357,158590
-43,560000
487,912818
359,408990
-43,560000
505,518172
355,231218
-43,560000
518,925787
362,025105
-43,560000
553,034895
356,568420
-43,560000
560,535457
354,933420
-43,560000
577,072091
355,936420
-43,560000
579,422091
362,858156
-43,560000
583,722091
362,858156
-43,560000
615,487818
362,858156
-43,560000
571,912818
351,493156
-43,560000
571,912818
350,672728
-43,560000
581,073523
350,672728
-43,560000
588,678883
350,672728
-43,560000
640,570743
350,672728
-43,560000
640,570743
351,468156
-43,560000
653,937818
357,852037
-43,560000
653,387818
357,852037
-43,560000
657,687818
361,568156
-43,560000
657,137818
361,568156
-43,560000
645,272204
355,493156
-43,560000
646,237818
355,013681
-43,560000
644,287818
357,533156
-43,560000
641,345743
352,424518
-43,560000
639,795743
352,157728
-43,560000
597,137818
357,168420
-43,560000
590,529895
355,782728
-43,560000
588,197091
356,552920
-43,560000
540,887818
356,895860
-43,560000
541,437818
356,895860
-43,560000
581,073523
351,493156
-43,560000
588,678883
351,493156
-43,560000
613,337818
351,493156
-43,560000
537,542356
361,958156
-43,560000
478,887818
352,443156
-43,560000
412,737818
351,493156
-46,810000
395,401129
350,672728
-46,810000
412,737818
350,672728
-46,810000
395,388143
351,493156
-46,810000
481,712818
351,493156
-46,810000
481,712818
350,672728
-46,810000
485,837818
351,493156
-46,810000
485,837818
350,672728
-46,810000
500,612818
351,493156
-46,810000
500,612818
350,672728
-46,810000
515,837818
351,493156
-46,810000
515,837818
350,672728
-46,810000
523,337818
351,493156
-46,810000
523,337818
350,672728
-46,810000
563,109442
351,493156
-46,810000
563,109442
350,672728
-46,810000
581,500146
350,672728
-46,810000
581,500146
351,493156
-46,810000
610,087387
351,493156
-46,810000
662,012818
348,647728
-43,560000
464,287818
352,797990
-43,560000
478,512818
362,858156
-43,560000
482,392818
362,858156
-43,560000
488,387818
357,058590
-43,560000
488,937818
357,058590
-43,560000
374,437818
322,206518
-43,560000
482,422869
295,298156
-43,560000
488,867818
295,298156
-43,560000
492,152766
295,298156
-43,560000
488,861963
298,398156
-43,560000
494,287818
297,798156
-43,560000
492,152766
299,589518
-43,560000
482,351921
289,973156
-43,560000
491,711108
289,719518
-43,560000
487,386108
289,719518
-43,560000
481,942108
298,998156
-43,560000
456,000710
293,703890
-43,560000
457,574926
293,703890
-43,560000
463,500710
293,703890
-43,560000
465,074926
293,703890
-43,560000
470,274926
293,703890
-43,560000
476,260945
291,794518
-43,560000
476,260945
290,594518
-43,560000
476,966445
293,203890
-43,560000
478,007445
293,203890
-43,560000
478,887818
293,203890
-43,560000
476,966445
289,719518
-43,560000
477,641445
289,719518
-43,560000
450,487818
294,598156
-43,560000
447,787818
289,087640
-43,560000
445,835638
286,573156
-43,560000
444,347638
303,689729
-43,560000
446,245638
303,689729
-43,560000
448,231638
303,689729
-43,560000
447,235638
290,453018
-43,560000
447,235638
289,550079
-43,560000
447,235638
288,594579
-43,560000
447,235638
287,699518
-43,560000
443,652638
292,742729
-43,560000
441,746638
296,298156
-43,560000
441,787818
299,898156
-43,560000
487,976638
307,813618
-43,560000
488,451638
311,135656
-43,560000
485,787818
311,135656
-43,560000
487,976638
311,698156
-43,560000
485,787818
307,073156
-43,560000
485,787818
315,400518
-43,560000
485,787818
322,247518
-43,560000
404,537818
322,338729
-43,560000
413,894481
322,387729
-43,560000
412,739481
323,212280
-43,560000
428,487818
326,298156
-43,560000
426,787818
326,298156
-43,560000
429,137818
320,967081
-43,560000
429,137818
316,451081
-43,560000
411,703608
310,320518
-43,560000
414,902108
313,066518
-43,560000
418,847818
309,645518
-43,560000
418,637818
307,578518
-43,560000
415,466041
304,873156
-43,560000
418,712818
300,475729
-43,560000
418,712818
299,437729
-43,560000
423,094665
301,605518
-43,560000
427,302665
301,605518
-43,560000
426,787818
299,077018
-43,560000
426,787818
292,960518
-43,560000
429,416665
295,130018
-43,560000
429,709665
296,873156
-43,560000
409,986395
296,298156
-43,560000
400,002818
296,298156
-43,560000
415,236395
296,298156
-43,560000
404,528395
294,723156
-43,560000
405,018395
289,292952
-43,560000
412,326395
290,592741
-43,560000
405,773395
287,621952
-43,560000
407,529395
287,621952
-43,560000
404,549395
287,952952
-43,560000
394,387818
286,598156
-43,560000
393,313495
294,123156
-43,560000
393,313495
291,623156
-43,560000
393,313495
289,111518
-43,560000
363,388895
322,344518
-43,560000
364,088895
321,644518
-43,560000
361,319444
321,659729
-43,560000
360,302818
308,781729
-43,560000
360,792012
308,269942
-43,560000
360,792012
307,434942
-43,560000
363,488895
316,298156
-43,560000
364,088895
314,364518
-43,560000
376,180287
306,923156
-43,560000
374,516455
299,023156
-43,560000
375,662287
321,281518
-43,560000
386,784544
291,635518
-43,560000
388,242041
288,602729
-43,560000
388,242041
289,861729
-43,560000
384,091023
289,064729
-43,560000
385,613023
287,994518
-43,560000
381,793066
322,456518
-43,560000
409,436108
305,498156
-43,560000
418,643395
287,812952
-43,560000
424,137818
287,499569
-43,560000
425,489665
288,193729
-43,560000
424,700665
289,424729
-43,560000
424,700665
290,585729
-43,560000
428,267818
287,478729
-43,560000
427,520665
289,406729
-43,560000
497,591108
297,198156
-43,560000
494,287818
302,023156
-43,560000
498,738108
312,556729
-43,560000
497,591108
304,948156
-43,560000
513,284399
296,298156
-43,560000
513,284399
300,923156
-43,560000
514,584399
294,918911
-43,560000
516,184399
300,923156
-43,560000
518,291108
291,023156
-43,560000
514,584399
301,863518
-43,560000
515,491108
303,763518
-43,560000
506,597296
296,298156
-43,560000
526,184399
300,923156
-43,560000
523,412818
291,023156
-43,560000
538,287818
290,943156
-43,560000
528,287818
306,298156
-43,560000
530,234399
300,923156
-43,560000
516,091108
291,023156
-43,560000
512,084399
291,023156
-43,560000
525,204395
292,460700
-43,560000
526,064399
286,798156
-43,560000
528,204399
287,948156
-43,560000
528,204399
286,523156
-43,560000
529,504399
289,608156
-43,560000
508,372818
285,973156
-43,560000
504,297296
287,023156
-43,560000
498,886108
296,298156
-43,560000
500,236108
296,298156
-43,560000
505,697296
303,998156
-43,560000
507,885108
303,998156
-43,560000
498,891108
302,858156
-43,560000
504,047108
298,398156
-43,560000
499,130679
310,527729
-43,560000
501,687818
311,053729
-43,560000
498,838108
314,998518
-43,560000
501,687818
318,567729
-43,560000
514,791108
306,298156
-43,560000
507,885108
309,653518
-43,560000
508,487818
310,527729
-43,560000
497,591108
300,423156
-43,560000
497,591108
298,898156
-43,560000
502,847108
298,398156
-43,560000
501,687818
314,528518
-43,560000
499,838108
318,039729
-43,560000
501,057108
322,517729
-43,560000
515,491108
313,353875
-43,560000
519,137818
313,353875
-43,560000
520,237818
306,298156
-43,560000
519,137818
322,198518
-43,560000
515,491108
318,747837
-43,560000
515,491108
315,375856
-43,560000
515,491108
312,003875
-43,560000
519,137818
324,798518
-43,560000
525,887818
311,616018
-43,560000
525,887818
312,291018
-43,560000
525,887818
306,733156
-43,560000
526,227818
309,625837
-43,560000
526,687818
310,653518
-43,560000
526,767818
308,598156
-43,560000
530,344225
313,253518
-43,560000
533,507818
310,402729
-43,560000
535,247225
313,253518
-43,560000
549,037818
318,715518
-43,560000
545,213225
307,823156
-43,560000
539,287818
323,528729
-43,560000
551,210225
316,828518
-43,560000
550,735225
315,900518
-43,560000
549,687818
309,999518
-43,560000
550,791225
309,524518
-43,560000
549,037818
307,448156
-43,560000
541,537818
316,553518
-43,560000
541,537818
312,753518
-43,560000
541,637818
320,622518
-43,560000
581,353608
306,298156
-43,560000
576,079608
307,098156
-43,560000
576,079608
312,528518
-43,560000
569,287818
320,462518
-43,560000
568,754408
319,312518
-43,560000
570,370408
310,749518
-43,560000
573,704408
305,348156
-43,560000
557,687818
315,348156
-43,560000
572,520408
301,498156
-43,560000
567,101408
298,528518
-43,560000
569,288408
298,528518
-43,560000
580,487818
310,378518
-43,560000
582,061608
312,723686
-43,560000
569,470408
313,028518
-43,560000
562,387818
313,028518
-43,560000
576,079608
317,753518
-43,560000
572,704408
319,312518
-43,560000
562,837818
326,298156
-43,560000
560,663208
326,298156
-43,560000
573,704408
294,048156
-43,560000
569,807863
293,223156
-43,560000
564,237818
293,223156
-43,560000
579,987818
292,898156
-43,560000
567,538408
294,123156
-43,560000
563,287818
298,623156
-43,560000
561,487818
306,298156
-43,560000
561,401408
296,298156
-43,560000
564,421408
296,298156
-43,560000
574,991608
296,298156
-43,560000
569,287818
294,473156
-43,560000
565,751408
304,848156
-43,560000
548,387818
300,923156
-43,560000
544,237818
297,548156
-43,560000
541,011495
296,706992
-43,560000
541,637818
297,548156
-43,560000
543,616495
292,669992
-43,560000
540,337818
292,194992
-43,560000
539,287818
291,606574
-43,560000
544,202156
292,194992
-43,560000
545,421156
292,194992
-43,560000
547,996495
291,123156
-43,560000
550,134156
294,023156
-43,560000
553,537818
291,586992
-43,560000
549,487818
298,323156
-43,560000
543,218495
299,493992
-43,560000
542,740656
300,026992
-43,560000
539,887818
300,026992
-43,560000
540,661495
299,493992
-43,560000
550,580495
295,123156
-43,560000
516,787818
326,298156
-43,560000
651,787818
326,298156
-43,560000
381,787818
326,298156
-43,560000
473,487818
326,298156
-43,560000
471,787818
326,298156
-43,560000
548,037818
326,298156
-43,560000
536,257225
326,298156
-43,560000
538,337818
329,031331
-43,560000
540,277817
329,031331
-43,560000
555,337818
328,777331
-43,560000
605,063208
326,298156
-43,560000
608,512427
326,298156
-43,560000
606,787818
326,298156
-43,560000
589,609108
319,291684
-43,560000
590,134108
318,516684
-43,560000
589,084108
316,098156
-43,560000
589,609108
313,108518
-43,560000
603,777108
318,765684
-43,560000
593,787818
319,703601
-43,560000
585,937818
306,298156
-43,560000
605,337818
306,298156
-43,560000
606,237818
285,973156
-43,560000
620,869357
289,773156
-43,560000
616,187818
288,067837
-43,560000
616,187818
286,770496
-43,560000
621,630357
286,867837
-43,560000
621,630357
287,818155
-43,560000
621,919357
289,773156
-43,560000
623,412818
289,773156
-43,560000
627,187818
289,248156
-43,560000
619,687818
304,413518
-43,560000
617,837818
306,298156
-43,560000
628,362818
306,298156
-43,560000
630,637818
306,298156
-43,560000
626,043357
311,605103
-43,560000
626,043357
313,140603
-43,560000
621,688357
314,368156
-43,560000
618,904357
314,368156
-43,560000
617,110224
314,368156
-43,560000
642,837818
306,298156
-43,560000
644,287818
301,248156
-43,560000
645,783256
298,648156
-43,560000
649,526256
300,498156
-43,560000
644,287818
297,178156
-43,560000
643,353256
298,173156
-43,560000
642,382818
295,573156
-43,560000
641,907818
293,398156
-43,560000
641,907818
287,548156
-43,560000
651,701256
288,773156
-43,560000
651,701256
291,673156
-43,560000
659,687818
304,168518
-43,560000
659,687818
305,373156
-43,560000
659,937818
313,823156
-43,560000
659,937818
316,298156
-43,560000
591,370357
296,298156
-43,560000
594,470357
296,298156
-43,560000
599,287818
293,670518
-43,560000
599,287818
